Annexure II-  Nifty 50 Index : August 2024,,,,,,,,,,,
,,,,,,,,,,,
Sr. No,Security Symbol,Security Name,Industry,Equity Capital (In Rs.),Index Market Capitalisation (Rs. Crores),Weightage (%),Beta,R2,Volatility (%),Monthly Return,Avg. Impact Cost (%)
1,ADANIENT,Adani Enterprises Ltd.,TRADING - MINERALS/ MINING,1140001121,79167.43485,0.70739287,2.071894,0.44702821,1.59802022,-4.73433457,0.02
2,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,PORT,4320277890,108837.7367,0.97250895,2.10520349,0.46801227,1.75880958,-5.60545258,0.03
3,APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,HOSPITAL,718923285,69724.7748,0.62301891,0.54871682,0.10719739,1.17326808,4.71936269,0.01
4,ASIANPAINT,Asian Paints Ltd.,PAINTS,959197790,140963.3235,1.25956399,0.54091317,0.15615784,1.01263713,1.37301626,0.02
5,AXISBANK,Axis Bank Ltd.,PRIVATE SECTOR BANK,6180089114,334104.8876,2.98536155,1.10298438,0.36515653,0.95586448,0.78466684,0.02
6,BAJAJ-AUTO,Bajaj Auto Ltd.,MOTOR CYCLES/SCOOTERS,2791797560,121628.0109,1.0867952,0.53359138,0.0854186,1.43874285,12.69996482,0.03
7,BAJFINANCE,Bajaj Finance Ltd.,NBFC,1237992640,200558.9859,1.7920752,1.08510633,0.33845822,1.19852393,5.77644907,0.02
8,BAJAJFINSV,Bajaj Finserv Ltd.,GENERAL INSURANCE,1596662097,96795.56397,0.8649073,0.99840674,0.37769111,1.59426023,7.95568068,0.03
9,BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES/MARKETING,43385054880,69824.99195,0.62391439,1.4236761,0.29086955,1.66613708,2.17111841,0.03
10,BHARTIARTL,Bharti Airtel Ltd.,TELECOM - SERVICES,28454365745,425024.8529,3.79776801,0.83610898,0.26446536,1.07207679,6.53682411,0.02
11,BRITANNIA,Britannia Industries Ltd.,CONSUMER FOOD,240868296,69106.86042,0.61749759,0.27716762,0.03991814,1.08320777,1.22397116,0.02
12,CIPLA,Cipla Ltd.,PHARMACEUTICALS,1615035998,86863.49988,0.77616031,0.2878502,0.02451351,0.99285216,7.16182089,0.02
13,COALINDIA,Coal India Ltd.,INDUSTRIAL MINERALS,61627283270,119699.5967,1.06956404,1.557669,0.33207495,2.24358002,0.52661815,0.03
14,DIVISLAB,Divi's Laboratories Ltd.,PHARMACEUTICALS,530937160,64908.97918,0.57998784,0.61384121,0.12194263,1.85308591,3.46725707,0.03
15,DRREDDY,Dr. Reddy's Laboratories Ltd.,PHARMACEUTICALS,834148505,85631.77532,0.76515435,0.42825112,0.07752302,1.25172658,4.16043256,0.02
16,EICHERMOT,Eicher Motors Ltd.,MOTOR CYCLES/SCOOTERS,274010515,67961.45798,0.60726296,0.82905764,0.19864481,1.82880961,-0.04433071,0.02
17,GRASIM,Grasim Industries Ltd.,CEMENT,1316958452,99519.65291,0.88924813,1.01368699,0.34788549,1.75549264,-2.80543801,0.02
18,HCLTECH,HCL Technologies Ltd.,COMPUTERS - SOFTWARE,5427330192,185551.5999,1.65797817,0.70544537,0.16974064,1.55936909,6.73627176,0.02
