Annexure II-  Nifty 50 Index : August 2025,,,,,,,,,,,
,,,,,,,,,,,
Sr. No,Security Symbol,Security Name,Industry,Equity Capital (In Rs.),Index Market Capitalisation (Rs. Crores),Weightage (%),Beta,R2,Volatility (%),Monthly Return,Avg. Impact Cost (%)
1,ADANIENT,Adani Enterprises Ltd.,TRADING - MINERALS/ MINING,1154180729,58307.0127,0.52816746,1.62168875,0.2700246,1.92590312,-7.65211667,0.02
2,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,PORT,4320277890,96617.02555,0.87519437,1.46674914,0.35815434,1.5809869,-4.39152283,0.03
3,APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,HOSPITAL,718923285,76670.24319,0.6945087,0.74295712,0.18606128,2.06459998,1.49373166,0.01
4,ASIANPAINT,Asian Paints Ltd.,PAINTS,959197790,113627.3758,1.0292807,0.67913693,0.18185775,1.13539284,5.11247444,0.01
5,AXISBANK,Axis Bank Ltd.,PRIVATE SECTOR BANK,6202154800,298299.0092,2.70210774,1.06145136,0.38931418,0.80218473,-2.17147136,0.02
6,BAJAJ-AUTO,Bajaj Auto Ltd.,MOTOR CYCLES/SCOOTERS,2792576080,95364.09584,0.86384485,1.1458139,0.27931512,1.34112665,7.78596404,0.02
7,BAJFINANCE,Bajaj Finance Ltd.,NBFC,6214286520,232634.2179,2.10729068,1.08697365,0.29152833,1.64047915,-0.38016341,0.02
8,BAJAJFINSV,Bajaj Finserv Ltd.,GENERAL INSURANCE,1597813220,103646.3887,0.93886906,1.15099728,0.35991056,1.16160064,-1.77104723,0.02
9,BEL,Bharat Electronics Ltd.,DEFENSE,7309778829,131940.9108,1.19517178,1.21160273,0.26411255,1.32392124,-3.57608979,0.02
10,BHARTIARTL,Bharti Airtel Ltd.,TELECOM - SERVICES,28510526595,513385.4829,4.65044417,0.97139217,0.34570782,1.13410785,-1.33207961,0.01
11,CIPLA,Cipla Ltd.,PHARMACEUTICALS,1615415650,89155.44408,0.80760448,0.70852888,0.16200284,1.37124147,2.23851795,0.02
12,COALINDIA,Coal India Ltd.,INDUSTRIAL MINERALS,61627283270,84899.35538,0.76905118,0.94597453,0.32620052,0.94045735,-0.41185067,0.02
13,DRREDDY,Dr. Reddy's Laboratories Ltd.,PHARMACEUTICALS,834571090,76517.96756,0.69312933,0.63452012,0.16079973,1.42782931,-0.80295993,0.02
14,EICHERMOT,Eicher Motors Ltd.,MOTOR CYCLES/SCOOTERS,274252240,83705.64553,0.7582381,1.12107099,0.35406753,0.95607935,11.60281613,0.01
15,ETERNAL,Eternal Ltd.,E-RETAIL/ E-COMMERCE,9650350647,217612.3046,1.97121638,1.29660549,0.17402302,1.32452942,1.99805068,0.02
16,GRASIM,Grasim Industries Ltd.,CEMENT,1361020908,105728.2913,0.95772773,1.08041836,0.39815293,1.38327302,1.06321002,0.02
17,HCLTECH,HCL Technologies Ltd.,COMPUTERS - SOFTWARE,5427330192,153690.5948,1.39218882,1.04047045,0.28259487,1.24336592,-0.89243136,0.02
18,HDFCBANK,HDFC Bank Ltd.,PRIVATE SECTOR BANK,15335827292,1447124.992,13.1086176,0.91916286,0.45839196,0.7690625,-5.69814686,0.02
19,HDFCLIFE,HDFC Life Insurance Company Ltd.,LIFE INSURANCE,21546938260,82506.99704,0.74738027,0.81744749,0.23648435,0.89214088,2.19060225,0.02
20,HEROMOTOCO,Hero MotoCorp Ltd.,MOTOR CYCLES/SCOOTERS,400031416,65874.70951,0.59671858,1.04330427,0.26244025,2.21309075,19.40995611,0.02
21,HINDALCO,Hindalco Industries Ltd.,ALUMINIUM,2247226523,101661.7944,0.92089183,1.25057105,0.33178965,1.67443869,3.05980529,0.01
22,HINDUNILVR,Hindustan Unilever Ltd.,DIVERSIFIED,2349591262,235387.7643,2.13223336,0.48810001,0.10110101,1.33267702,5.4973822,0.02
23,ICICIBANK,ICICI Bank Ltd.,PRIVATE SECTOR BANK,14270051932,993591.9326,9.00033982,0.92048844,0.44838054,0.60802095,-5.64331038,0.02
24,ITC,ITC Ltd.,CIGARETTES & RELATED PRODUCTS,12514119782,380418.0619,3.44597386,0.565828441,0.207150299,0.89558352,-0.53404539,0.02
25,INDUSINDBK,IndusInd Bank Ltd.,PRIVATE SECTOR BANK,7790558720,48567.83932,0.43994626,0.633809084,0.212465694,1.52409751,-7.43522343,0.02
26,INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,20771363140,527888.8872,4.78182161,1.06076533,0.30918511,1.5911758,-2.61100066,0.02
27,JSWSTEEL,JSW Steel Ltd.,STEEL,2445453966,97166.76077,0.88017408,1.13011566,0.3731702,1.34398651,-2.07001812,0.02
28,JIOFIN,Jio Financial Services Ltd.,NBFC,63531416230,101854.4156,0.92263667,1.57658105,0.39939372,1.07015052,-5.33029613,0.03
29,KOTAKBANK,Kotak Mahindra Bank Ltd.,PRIVATE SECTOR BANK,9941383635,287427.5648,2.60362999,0.9674764,0.28910639,0.97482671,-0.92489639,0.01
30,LT,Larsen & Toubro Ltd.,ENGINEERING-DESIGNING-CONSTRUCTION,2750718852,421653.9198,3.81950421,1.21316383,0.43333876,0.90346479,-0.97621339,0.02
31,M&M,Mahindra & Mahindra Ltd.,PASSENGER/UTILITY VEHICLES,6217644155,281925.8062,2.55379294,1.38496734,0.39250748,1.53859841,-0.11239112,0.01
32,MARUTI,Maruti Suzuki India Ltd.,PASSENGER/UTILITY VEHICLES,1572012870,193581.5485,1.7535365,0.87774781,0.27088104,2.07418839,17.31440355,0.02
33,NTPC,NTPC Ltd.,POWER,96966661340,154881.7545,1.40297881,1.09638442,0.36834652,0.9083133,-2.00448766,0.02
34,NESTLEIND,Nestle India Ltd.,CONSUMER FOOD,1928314320,82680.52381,0.74895215,0.69978071,0.21488015,1.59150733,2.87849802,0.03
35,ONGC,Oil & Natural Gas Corporation Ltd.,OIL EXPLORATION,62901396030,90530.34803,0.82005889,1.07255538,0.29708199,0.67496627,-3.02489627,0.02
36,POWERGRID,Power Grid Corporation of India Ltd.,POWER - TRANSMISSION,93006038190,124366.9325,1.12656375,1.02466179,0.3203187,0.78233616,-5.41237113,0.02
37,RELIANCE,Reliance Industries Ltd.,REFINERIES/MARKETING,135324726340,916969.1818,8.30626133,1.19843084,0.54924951,1.18515751,-2.37375917,0.01
38,SBILIFE,SBI Life Insurance Company Ltd.,LIFE INSURANCE,10023513200,80725.49922,0.73124278,0.8441399,0.24093254,1.08702987,-1.91231597,0.02
39,SHRIRAMFIN,Shriram Finance Ltd.,NBFC,3761053406,80994.038,0.73367531,1.6467991,0.37320951,1.7997614,-8.02092415,0.02
