Annexure II-  Nifty 50 Index : November 2024,,,,,,,,,,,
,,,,,,,,,,,
Sr. No,Security Symbol,Security Name,Industry,Equity Capital (In Rs.),Index Market Capitalisation (Rs. Crores),Weightage (%),Beta,R2,Volatility (%),Monthly Return,Avg. Impact Cost (%)
1,ADANIENT,Adani Enterprises Ltd.,TRADING - MINERALS/ MINING,1140001121,57885.94899,0.53525792,2.07021382,0.36325155,6.08173314,-16.42548138,0.02
2,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,PORT,4320277890,87600.32166,0.81001983,2.12026152,0.46622976,3.91032888,-13.51066536,0.04
3,APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,HOSPITAL,718923285,69044.51626,0.6384386,0.54400637,0.11822599,2.15180639,-2.75962237,0.01
4,ASIANPAINT,Asian Paints Ltd.,PAINTS,959197790,112013.9148,1.03576665,0.54274343,0.13522554,2.13985922,-15.53489006,0.01
5,AXISBANK,Axis Bank Ltd.,PRIVATE SECTOR BANK,6186123048,323410.3267,2.99050017,1.07679682,0.37575091,1.20934117,-2.00508818,0.02
6,BAJAJ-AUTO,Bajaj Auto Ltd.,MOTOR CYCLES/SCOOTERS,2792576080,100072.844,0.92535034,0.66550508,0.1068142,1.67452633,-8.16008052,0.02
7,BAJFINANCE,Bajaj Finance Ltd.,NBFC,1237992640,183705.8707,1.69868552,1.0700432,0.34086543,1.48215298,-4.55531768,0.02
8,BAJAJFINSV,Bajaj Finserv Ltd.,GENERAL INSURANCE,1596662097,86163.25408,0.7967316,1.00669797,0.40851343,1.18610796,-9.75581893,0.03
9,BEL,Bharat Electronics Ltd.,DEFENSE,7309778829,110010.5135,1.01724167,1.75855391,0.40756338,2.16313975,8.10810811,0.02
10,BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES/MARKETING,43385054880,56461.646,0.52208773,1.4655666,0.32185999,1.78123756,-6.00160901,0.02
11,BHARTIARTL,Bharti Airtel Ltd.,TELECOM - SERVICES,28465772430,435526.1423,4.02720907,0.86313778,0.28513029,1.39714803,0.90226963,0.02
12,BRITANNIA,Britannia Industries Ltd.,CONSUMER FOOD,240868296,58156.17101,0.5377566,0.34670275,0.05068157,2.29540122,-13.72033736,0.02
