Annexure II-  Nifty 50 Index : January 2025,,,,,,,,,,,
,,,,,,,,,,,
Sr. No,Security Symbol,Security Name,Industry,Equity Capital (In Rs.),Index Market Capitalisation (Rs. Crores),Weightage (%),Beta,R2,Volatility (%),Monthly Return,Avg. Impact Cost (%)
1,ADANIENT,Adani Enterprises Ltd.,TRADING - MINERALS/ MINING,1154180729,56885.56654,0.54,2.02,0.38,2.70,-9.52,0.02
2,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,PORT,4320277890,80924.07565,0.77,2.12,0.52,2.01,-10.70,0.03
3,APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,HOSPITAL,718923285,68858.57849,0.65,0.50,0.10,1.48,-6.66,0.02
4,ASIANPAINT,Asian Paints Ltd.,PAINTS,959197790,103924.4113,0.99,0.56,0.13,1.37,0.85,0.01
5,AXISBANK,Axis Bank Ltd.,PRIVATE SECTOR BANK,6189929264,280857.0352,2.66,1.10,0.38,1.58,-7.38,0.02
6,BAJAJ-AUTO,Bajaj Auto Ltd.,MOTOR CYCLES/SCOOTERS,2792576080,98058.01791,0.93,0.77,0.15,1.40,0.56,0.02
7,BAJFINANCE,Bajaj Finance Ltd.,NBFC,1237992940,220415.7272,2.09,1.16,0.38,2.12,15.57,0.01
8,BAJAJFINSV,Bajaj Finserv Ltd.,GENERAL INSURANCE,1596662097,94825.04418,0.90,1.11,0.41,2.21,10.71,0.03
9,BEL,Bharat Electronics Ltd.,DEFENSE,7309778829,104527.8467,0.99,1.87,0.43,2.71,-0.17,0.02
10,BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES/MARKETING,43385054880,50469.48227,0.48,1.44,0.32,1.78,-10.72,0.03
11,BHARTIARTL,Bharti Airtel Ltd.,TELECOM - SERVICES,28479165105,435612.7354,4.13,0.91,0.31,1.02,2.43,0.02
12,BRITANNIA,Britannia Industries Ltd.,CONSUMER FOOD,240868296,60374.77159,0.57,0.27,0.03,0.94,7.70,0.02
13,CIPLA,Cipla Ltd.,PHARMACEUTICALS,1615228080,81215.33725,0.77,0.45,0.07,1.21,-3.24,0.02
14,COALINDIA,Coal India Ltd.,INDUSTRIAL MINERALS,61627283270,89678.90821,0.85,1.47,0.39,1.67,3.06,0.03
15,DRREDDY,Dr. Reddy's Laboratories Ltd.,PHARMACEUTICALS,834410880,74150.20042,0.70,0.41,0.08,1.46,-12.33,0.02
16,EICHERMOT,Eicher Motors Ltd.,MOTOR CYCLES/SCOOTERS,274132460,71378.14723,0.68,0.91,0.25,2.13,7.72,0.02
17,GRASIM,Grasim Industries Ltd.,CEMENT,1317019332,93103.54599,0.88,1.06,0.35,1.74,2.71,0.02
18,HCLTECH,HCL Technologies Ltd.,COMPUTERS - SOFTWARE,5427330192,182417.4701,1.73,0.63,0.14,2.40,-10.01,0.02
19,HDFCBANK,HDFC Bank Ltd.,PRIVATE SECTOR BANK,7647719799,1290111.674,12.24,0.91,0.39,1.19,-4.18,0.02
20,HDFCLIFE,HDFC Life Insurance Company Ltd.,LIFE INSURANCE,21528028110,68110.02413,0.65,0.72,0.17,2.06,3.40,0.02
21,HEROMOTOCO,Hero MotoCorp Ltd.,MOTOR CYCLES/SCOOTERS,399999062,56175.8927,0.53,0.71,0.15,1.48,4.29,0.02
22,HINDALCO,Hindalco Industries Ltd.,ALUMINIUM,2247226523,86279.56707,0.82,1.11,0.23,1.88,-1.35,0.02
23,HINDUNILVR,Hindustan Unilever Ltd.,DIVERSIFIED,2349591262,218884.8363,2.08,0.23,0.02,1.25,6.10,0.02
24,ICICIBANK,ICICI Bank Ltd.,PRIVATE SECTOR BANK,14116039660,882833.4114,8.38,1.01,0.47,1.15,-2.25,0.02
25,ITC,ITC Ltd.,CIGARETTES & RELATED PRODUCTS,12511710392,415521.234,3.94,0.64,0.21,1.04,-7.47,0.02
26,INDUSINDBK,IndusInd Bank Ltd.,PRIVATE SECTOR BANK,7790516730,65383.84458,0.62,1.26,0.32,1.77,3.23,0.02
27,INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,20761345970,676252.796,6.42,0.70,0.19,1.99,-0.01,0.02
28,JSWSTEEL,JSW Steel Ltd.,STEEL,2445453966,90569.52251,0.86,1.25,0.42,1.17,4.83,0.03
