Annexure II-  Nifty 50 Index : June 2025,,,,,,,,,,,
,,,,,,,,,,,
Sr. No,Security Symbol,Security Name,Industry,Equity Capital (In Rs.),Index Market Capitalisation (Rs. Crores),Weightage (%),Beta,R2,Volatility (%),Monthly Return,Avg. Impact Cost (%)
1,ADANIENT,Adani Enterprises Ltd.,TRADING - MINERALS/ MINING,1154180729,68040.00047,0.58990307,1.57582635,0.27464924,1.43356708,3.94856939,0.02
2,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,PORT,4320277890,106729.1365,0.92533576,1.47964856,0.37424407,1.53284933,1.21440536,0.03
3,APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,HOSPITAL,718923285,72962.6677,0.63258233,0.71091835,0.20464157,1.03907012,5.25397864,0.01
4,ASIANPAINT,Asian Paints Ltd.,PAINTS,959197790,105619.4114,0.9157145,0.63746974,0.16933007,0.90529896,3.62976407,0.01
5,AXISBANK,Axis Bank Ltd.,PRIVATE SECTOR BANK,6202154800,342250.4514,2.96729264,1.02692621,0.38002185,1.20405981,0.58714981,0.02
6,BAJAJ-AUTO,Bajaj Auto Ltd.,MOTOR CYCLES/SCOOTERS,2792576080,92541.23464,0.80232743,1.11242314,0.27700579,0.81366804,-2.68386197,0.02
7,BAJFINANCE,Bajaj Finance Ltd.,NBFC,6214286520,248176.733,2.15167866,1.05024854,0.30925702,1.60010303,2.00969446,0.02
8,BAJAJFINSV,Bajaj Finserv Ltd.,GENERAL INSURANCE,1597813220,111365.0249,0.96552866,1.14583166,0.36404151,1.15094828,1.91335382,0.03
9,BEL,Bharat Electronics Ltd.,DEFENSE,7309778829,150549.794,1.30525845,1.25736455,0.27687857,1.43758048,9.59438378,0.02
10,BHARTIARTL,Bharti Airtel Ltd.,TELECOM - SERVICES,28510526595,546219.5396,4.73569344,0.91786984,0.3217378,1.07814634,8.26419567,0.02
11,CIPLA,Cipla Ltd.,PHARMACEUTICALS,1615415650,84471.61397,0.73236426,0.75270181,0.19339212,0.75513527,2.74271679,0.01
12,COALINDIA,Coal India Ltd.,INDUSTRIAL MINERALS,61627283270,88784.1578,0.76975378,1.04549198,0.33569498,0.918847,-1.34658948,0.03
13,DRREDDY,Dr. Reddy's Laboratories Ltd.,PHARMACEUTICALS,834571090,77926.75801,0.67562072,0.61383942,0.16268837,1.32010689,2.56553708,0.02
14,EICHERMOT,Eicher Motors Ltd.,MOTOR CYCLES/SCOOTERS,274252240,77581.67851,0.6726289,1.15515512,0.37177131,0.76519018,6.05606075,0.02
15,ETERNAL,Eternal Ltd.,E-RETAIL/ E-COMMERCE,9650350647,183093.7738,1.58741297,1.24797259,0.16163637,1.71858097,10.8430196,0.02
16,GRASIM,Grasim Industries Ltd.,CEMENT,1361020908,108352.8334,0.93941312,1.0921615,0.3987111,1.24564016,11.73305051,0.02
17,HCLTECH,HCL Technologies Ltd.,COMPUTERS - SOFTWARE,5427330192,182615.8663,1.58326954,1.08279176,0.31197055,1.11088656,5.62141024,0.02
18,HDFCBANK,HDFC Bank Ltd.,PRIVATE SECTOR BANK,7667913646,1521868.785,13.19451887,0.87969371,0.38638344,0.88964687,2.91017533,0.01
19,HDFCLIFE,HDFC Life Insurance Company Ltd.,LIFE INSURANCE,21546938260,87022.14583,0.75447723,0.79742039,0.20747376,1.05960388,4.82075047,0.02
20,HEROMOTOCO,Hero MotoCorp Ltd.,MOTOR CYCLES/SCOOTERS,400031416,54861.27949,0.47564428,0.98755162,0.29090503,1.1183092,-1.67544613,0.01
21,HINDALCO,Hindalco Industries Ltd.,ALUMINIUM,2247226523,100058.7744,0.86750408,1.332859,0.36503629,1.06110948,9.36858721,0.01
22,HINDUNILVR,Hindustan Unilever Ltd.,DIVERSIFIED,2349591262,203068.1871,1.76059004,0.49210383,0.12476992,0.78749356,-2.28676064,0.01
23,ICICIBANK,ICICI Bank Ltd.,PRIVATE SECTOR BANK,14270051932,1027711.558,8.91020283,0.91511845,0.4501373,0.87199507,0,0.02
24,ITC,ITC Ltd.,CIGARETTES & RELATED PRODUCTS,12514119782,386638.4426,3.35213409,0.617999798,0.217311284,0.71517649,-0.38272934,0.02
